dst,reflex18,reflex19,reflex20,reflex21,reflex22,reflex23
17107,3.93336151994902,3.9183559969729025,3.8609052398899677,4.427602401629274,4.551709345937786,4.745754346828649
17109,3.791150327640203,3.506802704107183,3.2581760737852092,3.475393633927971,3.573376216910319,4.146476955437015
17111,2.692979102956085,2.54053697592183,2.358315926237691,2.5749425978235663,2.6148797501320273,3.1574137953250965
17113,4.287655444815119,4.151588899132124,4.023189483819639,4.521085565395882,4.6048625585507175,5.003952002420915
17115,3.7127870259722635,3.4666022057517636,3.221893902387803,3.4619392508969495,3.496820875677735,4.338678198473384
17117,3.5966509051431013,3.630492577492636,3.521455208782062,4.087594424422176,4.214507004896498,3.778317263121926
17119,3.7345546559411464,3.559690406218871,3.4385041278813966,3.8003721260322156,3.830473506220713,4.312576637135427
17121,4.595149564463466,4.5369693074684525,4.52784251196329,5.143425455822804,5.240376861153249,5.301888903247712
17123,4.219230407910834,4.2554262273905055,4.283164778905864,4.930697376682537,5.050650943618488,4.973873763221985
17125,2.9164080658508746,2.6647761236131706,2.535157396019487,2.7339454320439884,2.7894656788835235,3.2473532722678784
17127,4.602556321839935,4.520659475466208,4.4160776204182195,5.284307462925427,5.289774376821323,5.318584125847662
17129,2.3541371244342324,2.1422252274627525,2.0544629207091707,2.2909477338495297,2.3776153009128183,2.7301508204318714
17131,2.8877605000387465,2.628289116800344,2.5638982298078625,2.8471230846521136,2.873304361998433,3.3612939071779953
17133,2.5331743014523145,2.3195013460797136,2.1195921573390732,2.28563092144119,2.400917903019285,3.1237860032778997
17135,4.299176172961677,4.317641328666142,4.300644707770974,4.653310478826345,4.724916007558197,5.001230184690593
17137,3.634654498549285,3.445861158964754,3.18015318690539,3.41018984742209,3.5072298361041776,4.238670585551692
17139,3.0043209072414,2.830851490973231,2.773125285405161,2.8656451350360728,2.907522194142505,3.4432096525210847
17141,4.182034460601455,4.140504683994563,4.051027566264936,4.554715370721733,4.654960582628949,4.850256004630888
17143,2.85723113457658,2.6497358840655196,2.4789279983718244,2.698271741043329,2.771649584365087,3.485374959271209
17145,3.0882813447201802,2.959345125588701,2.8261093205931855,3.0296408901634027,3.1229093853201966,3.6259148265497534
17147,2.8291430584340502,2.5976306852426694,2.4824861147297614,2.7706052488834434,2.848304496115651,3.712346770622069
17149,3.962468986851586,3.40401464930886,3.3485688263929716,3.5141752777967796,3.6351320072977718,4.759626747891783
